protein	gene	chrom	rates
NP_000444.1	SLC5A5	19	data/rates/SLC5A5_NP_000444.1.csv
NP_003146.1	STC1	8	data/rates/STC1_NP_003146.1.csv
NP_060844.2	TMEM106B	7	data/rates/TMEM106B_NP_060844.2.csv
NP_001076047.2	RBFOX2	22	data/rates/RBFOX2_NP_001076047.2.csv
NP_919261.2	SPTY2D1	11	data/rates/SPTY2D1_NP_919261.2.csv
NP_001289972.1	TSC22D4	7	data/rates/TSC22D4_NP_001289972.1.csv
NP_001107655.1	GRIA1	5	data/rates/GRIA1_NP_001107655.1.csv
NP_031381.2	HSP90AB1	6	data/rates/HSP90AB1_NP_031381.2.csv
NP_006758.2	LZTR1	22	data/rates/LZTR1_NP_006758.2.csv
NP_004334.1	CALR	19	data/rates/CALR_NP_004334.1.csv
NP_036286.2	AGO2	8	data/rates/AGO2_NP_036286.2.csv
NP_002973.1	CCL2	17	data/rates/CCL2_NP_002973.1.csv
NP_006209.2	PIK3CA	3	data/rates/PIK3CA_NP_006209.2.csv
NP_001020276.1	CSNK1A1	5	data/rates/CSNK1A1_NP_001020276.1.csv
NP_005891.1	SMAD1	4	data/rates/SMAD1_NP_005891.1.csv
NP_066287.2	SCN2A	2	data/rates/SCN2A_NP_066287.2.csv
NP_001163873.1	CDC20B	5	data/rates/CDC20B_NP_001163873.1.csv
NP_001077430.1	WDR62	19	data/rates/WDR62_NP_001077430.1.csv
NP_061485.1	RAC1	7	data/rates/RAC1_NP_061485.1.csv
NP_115814.1	L3MBTL3	6	data/rates/L3MBTL3_NP_115814.1.csv
NP_060095.2	ITLN1	1	data/rates/ITLN1_NP_060095.2.csv
NP_001193853.2	CD86	3	data/rates/CD86_NP_001193853.2.csv
NP_722582.2	ADGRF1	6	data/rates/ADGRF1_NP_722582.2.csv
NP_056231.3	LETMD1	12	data/rates/LETMD1_NP_056231.3.csv
NP_060053.2	TRIM44	11	data/rates/TRIM44_NP_060053.2.csv
NP_005796.1	PSMD14	2	data/rates/PSMD14_NP_005796.1.csv
NP_683696.2	FOXP2	7	data/rates/FOXP2_NP_683696.2.csv
NP_001207.2	CA9	9	data/rates/CA9_NP_001207.2.csv
NP_783864.1	KLB	4	data/rates/KLB_NP_783864.1.csv
NP_001366033.1	PRDM5	4	data/rates/PRDM5_NP_001366033.1.csv
NP_001750.1	CCND2	12	data/rates/CCND2_NP_001750.1.csv
NP_001161403.1	IL1RAP	3	data/rates/IL1RAP_NP_001161403.1.csv
NP_005423.1	XRCC3	14	data/rates/XRCC3_NP_005423.1.csv
NP_003837.1	PEX11B	1	data/rates/PEX11B_NP_003837.1.csv
NP_005989.3	CCT3	1	data/rates/CCT3_NP_005989.3.csv
NP_006288.2	XRCC1	19	data/rates/XRCC1_NP_006288.2.csv
NP_001098101.1	PDE4D	5	data/rates/PDE4D_NP_001098101.1.csv
NP_079143.3	SPEF2	5	data/rates/SPEF2_NP_079143.3.csv
NP_008884.1	UPK3A	22	data/rates/UPK3A_NP_008884.1.csv
NP_004855.2	GDF15	19	data/rates/GDF15_NP_004855.2.csv
NP_056988.3	EIF5B	2	data/rates/EIF5B_NP_056988.3.csv
NP_061985.2	ABCA7	19	data/rates/ABCA7_NP_061985.2.csv
NP_000683.3	ALDH1B1	9	data/rates/ALDH1B1_NP_000683.3.csv
NP_001013725.2	EIF2AK4	15	data/rates/EIF2AK4_NP_001013725.2.csv
NP_001317287.1	MTHFR	1	data/rates/MTHFR_NP_001317287.1.csv
NP_001353076.1	TRPM3	9	data/rates/TRPM3_NP_001353076.1.csv
NP_003289.2	NR2C2	3	data/rates/NR2C2_NP_003289.2.csv
NP_003256.1	TLR3	4	data/rates/TLR3_NP_003256.1.csv
NP_619651.3	B3GNT6	11	data/rates/B4GAT1_NP_619651.3.csv
NP_150375.2	KCNH7	2	data/rates/KCNH7_NP_150375.2.csv
NP_004093.1	FABP3	1	data/rates/FABP3_NP_004093.1.csv
NP_005338.1	HSPA5	9	data/rates/HSPA5_NP_005338.1.csv
NP_004162.2	SLC1A2	11	data/rates/SLC1A2_NP_004162.2.csv
NP_001188479.1	CFHR4	1	data/rates/CFHR4_NP_001188479.1.csv
NP_003120.2	SQLE	8	data/rates/SQLE_NP_003120.2.csv
NP_891549.1	TICAM1	19	data/rates/TICAM1_NP_891549.1.csv
NP_001317240.1	DVL1	1	data/rates/DVL1_NP_001317240.1.csv
NP_001017535.1	VDR	12	data/rates/VDR_NP_001017535.1.csv
NP_038463.2	RAX	18	data/rates/RAX_NP_038463.2.csv
NP_001073933.2	ASPG	14	data/rates/ASPG_NP_001073933.2.csv
NP_001359037.1	DDO	6	data/rates/DDO_NP_001359037.1.csv
NP_001247440.1	MGST1	12	data/rates/MGST1_NP_001247440.1.csv
NP_000023.2	ALAS2	X	data/rates/ALAS2_NP_000023.2.csv
NP_001008695.1	THAP7	22	data/rates/THAP7_NP_001008695.1.csv
NP_058639.1	TAS2R3	7	data/rates/TAS2R3_NP_058639.1.csv
NP_004078.2	DLG1	3	data/rates/DLG1_NP_004078.2.csv
NP_001091894.1	DLG1	3	data/rates/DLG1_NP_001091894.1.csv
NP_001276932.1	THPO	3	data/rates/THPO_NP_001276932.1.csv
NP_000451.1	THPO	3	data/rates/THPO_NP_000451.1.csv
NP_000383.2	ABCC2	10	data/rates/ABCC2_NP_000383.2.csv
NP_003230.1	TGFB3	14	data/rates/TGFB3_NP_003230.1.csv
NP_001129524.1	CPT1C	19	data/rates/CPT1C_NP_001129524.1.csv
NP_000735.1	CHRNA4	20	data/rates/CHRNA4_NP_000735.1.csv
NP_004355.2	CEBPA	19	data/rates/CEBPA_NP_004355.2.csv
NP_116222.4	PPP1R15B	1	data/rates/PPP1R15B_NP_116222.4.csv
NP_005248.2	GATA6	18	data/rates/GATA6_NP_005248.2.csv
NP_002078.1	GRN	17	data/rates/GRN_NP_002078.1.csv
NP_000676.1	AGTR1	3	data/rates/AGTR1_NP_000676.1.csv
NP_998818.1	HJV	1	data/rates/HJV_NP_998818.1.csv
NP_000905.3	OPRM1	6	data/rates/OPRM1_NP_000905.3.csv
NP_004439.2	ERBB2	17	data/rates/ERBB2_NP_004439.2.csv
NP_000245.2	MTR	1	data/rates/MTR_NP_000245.2.csv
NP_000956.2	RARB	3	data/rates/RARB_NP_000956.2.csv
NP_005327.1	HDLBP	2	data/rates/HDLBP_NP_005327.1.csv
NP_542401.1	SLC35A4	5	data/rates/SLC35A4_NP_542401.1.csv
NP_001625.2	AMD1	6	data/rates/AMD1_NP_001625.2.csv
NP_001157.1	BIRC2	11	data/rates/BIRC2_NP_001157.1.csv
NP_003736.1	SOCS1	16	data/rates/SOCS1_NP_003736.1.csv
NP_002623.2	PGF	14	data/rates/PGF_NP_002623.2.csv
NP_061881.2	MIEF1	22	data/rates/MIEF1_NP_061881.2.csv
NP_006246.2	PRKCH	14	data/rates/PRKCH_NP_006246.2.csv
NP_066981.2	TRIB3	20	data/rates/TRIB3_NP_066981.2.csv
NP_003028.1	SLAMF1	1	data/rates/SLAMF1_NP_003028.1.csv
NP_001197.1	KLF9	9	data/rates/KLF9_NP_001197.1.csv
NP_036200.2	ATF5	19	data/rates/ATF5_NP_036200.2.csv
NP_002244.1	KDR	4	data/rates/KDR_NP_002244.1.csv
NP_000736.2	CHRNA5	15	data/rates/CHRNA5_NP_000736.2.csv
NP_001129626.1	ERG	21	data/rates/ERG_NP_001129626.1.csv
NP_001541.2	IFRD1	7	data/rates/IFRD1_NP_001541.2.csv
NP_002927.2	RNASEH1	2	data/rates/RNASEH1_NP_002927.2.csv
NP_004455.2	FGF5	4	data/rates/FGF5_NP_004455.2.csv
NP_001243093.1	TMCO1	1	data/rates/TMCO1_NP_001243093.1.csv
NP_001338743.1	BMAL1	11	data/rates/ARNTL_NP_001338743.1.csv
NP_660149.2	ZBTB47	3	data/rates/ZBTB47_NP_660149.2.csv
NP_001284648.1	BMAL1	11	data/rates/ARNTL_NP_001284648.1.csv
NP_003098.1	SOX4	6	data/rates/SOX4_NP_003098.1.csv
NP_570900.1	DCANP1	5	data/rates/DCANP1_NP_570900.1.csv
NP_006412.2	ARFGEF1	8	data/rates/ARFGEF1_NP_006412.2.csv
NP_003142.1	STAT4	2	data/rates/STAT4_NP_003142.1.csv
NP_852610.1	MAP1LC3A	20	data/rates/MAP1LC3A_NP_852610.1.csv
NP_001296373.1	SPARC	5	data/rates/SPARC_NP_001296373.1.csv
NP_001230929.2	SPIB	19	data/rates/SPIB_NP_001230929.2.csv
NP_002514.1	NPTX2	7	data/rates/NPTX2_NP_002514.1.csv
NP_001035997.2	COASY	17	data/rates/COASY_NP_001035997.2.csv
NP_003874.2	HDAC3	5	data/rates/HDAC3_NP_003874.2.csv
NP_004447.2	EZH2	7	data/rates/EZH2_NP_004447.2.csv
NP_000079.2	COL1A1	17	data/rates/COL1A1_NP_000079.2.csv
NP_003064.2	SMARCB1	22	data/rates/SMARCB1_NP_003064.2.csv
NP_001521.1	HIF1A	14	data/rates/HIF1A_NP_001521.1.csv
NP_001161146.1	CADM2	3	data/rates/CADM2_NP_001161146.1.csv
NP_003658.1	LGR5	12	data/rates/LGR5_NP_003658.1.csv
NP_002277.4	LAG3	12	data/rates/LAG3_NP_002277.4.csv
NP_006409.3	OLFM4	13	data/rates/OLFM4_NP_006409.3.csv
NP_001018494.1	PUM1	1	data/rates/PUM1_NP_001018494.1.csv
NP_003255.2	TLR2	4	data/rates/TLR2_NP_003255.2.csv
NP_112503.1	CYP19A1	15	data/rates/CYP19A1_NP_112503.1.csv
NP_004778.1	SLIT2	4	data/rates/SLIT2_NP_004778.1.csv
NP_006862.2	RIPK3	14	data/rates/RIPK3_NP_006862.2.csv
NP_001365021.1	ANO1	11	data/rates/ANO1_NP_001365021.1.csv
NP_000522.3	OTC	X	data/rates/OTC_NP_000522.3.csv
NP_064510.1	SLAMF8	1	data/rates/SLAMF8_NP_064510.1.csv
NP_003391.1	XPO1	2	data/rates/XPO1_NP_003391.1.csv
NP_002603.1	PDK4	7	data/rates/PDK4_NP_002603.1.csv
NP_062563.4	GKN1	2	data/rates/GKN1_NP_062563.4.csv
NP_001229328.1	GHR	5	data/rates/GHR_NP_001229328.1.csv
NP_001352693.1	USP42	7	data/rates/USP42_NP_001352693.1.csv
NP_001291276.1	OLFM2	19	data/rates/OLFM2_NP_001291276.1.csv
NP_006776.1	MALT1	18	data/rates/MALT1_NP_006776.1.csv
NP_002496.1	NFYA	6	data/rates/NFYA_NP_002496.1.csv
NP_006466.2	POSTN	13	data/rates/POSTN_NP_006466.2.csv
NP_001073893.1	KDM6B	17	data/rates/KDM6B_NP_001073893.1.csv
NP_001099009.1	ZBTB10	8	data/rates/ZBTB10_NP_001099009.1.csv
NP_066124.1	RET	10	data/rates/RET_NP_066124.1.csv
NP_001446.1	FOXO3	6	data/rates/FOXO3_NP_001446.1.csv
NP_001341533.1	MITF	3	data/rates/MITF_NP_001341533.1.csv
NP_001317495.1	ZC3H13	13	data/rates/ZC3H13_NP_001317495.1.csv
NP_003040.1	SLC10A1	14	data/rates/SLC10A1_NP_003040.1.csv
NP_001287924.1	NOX4	11	data/rates/NOX4_NP_001287924.1.csv
NP_001365397.1	BRAF	7	data/rates/BRAF_NP_001365397.1.csv
NP_037434.2	EEF2K	16	data/rates/EEF2K_NP_037434.2.csv
NP_001357239.1	SIRT3	11	data/rates/SIRT3_NP_001357239.1.csv
NP_066307.1	UGT1A9	2	data/rates/UGT1A_NP_066307.1.csv
NP_057197.2	TRPV2	17	data/rates/TRPV2_NP_057197.2.csv
NP_075048.1	RANBP17	5	data/rates/RANBP17_NP_075048.1.csv
NP_057623.2	SIRT6	19	data/rates/SIRT6_NP_057623.2.csv
NP_067675.1	TRIB2	2	data/rates/TRIB2_NP_067675.1.csv
NP_001104755.1	IGF1	12	data/rates/IGF1_NP_001104755.1.csv
NP_000248.2	MYH7	14	data/rates/MYH7_NP_000248.2.csv
NP_127497.1	NLRP1	17	data/rates/NLRP1_NP_127497.1.csv
NP_005605.1	RHEB	7	data/rates/RHEB_NP_005605.1.csv
NP_000705.2	TSPO	22	data/rates/TSPO_NP_000705.2.csv
NP_001339.1	DAPK3	19	data/rates/DAPK3_NP_001339.1.csv
NP_203524.1	KRAS	12	data/rates/KRAS_NP_203524.1.csv
NP_001129123.1	EIF2AK2	2	data/rates/EIF2AK2_NP_001129123.1.csv
NP_005369.2	MYCN	2	data/rates/MYCN_NP_005369.2.csv
NP_258412.1	ITPA	20	data/rates/ITPA_NP_258412.1.csv
NP_002183.1	INHBA	7	data/rates/INHBA_NP_002183.1.csv
NP_001352055.1	NUP98	11	data/rates/NUP98_NP_001352055.1.csv
NP_006217.3	PLCL1	2	data/rates/PLCL1_NP_006217.3.csv
NP_058627.2	NOX4	11	data/rates/NOX4_NP_058627.2.csv
NP_006051.1	IKZF1	7	data/rates/IKZF1_NP_006051.1.csv
NP_001444.2	FOXC1	6	data/rates/FOXC1_NP_001444.2.csv
NP_001124396.2	TMEM201	1	data/rates/TMEM201_NP_001124396.2.csv
NP_001002912.4	ERICH3	1	data/rates/ERICH3_NP_001002912.4.csv
NP_009006.2	WDR45	X	data/rates/WDR45_NP_009006.2.csv
NP_001121070.1	IGF2	11	data/rates/IGF2_NP_001121070.1.csv
NP_002284.3	LAMC1	1	data/rates/LAMC1_NP_002284.3.csv
NP_002389.1	MEIS1	2	data/rates/MEIS1_NP_002389.1.csv
NP_037451.1	UBIAD1	1	data/rates/UBIAD1_NP_037451.1.csv
NP_002047.2	GFPT1	2	data/rates/GFPT1_NP_002047.2.csv
NP_001339707.1	TACC1	8	data/rates/TACC1_NP_001339707.1.csv
NP_001026855.2	TP53BP2	1	data/rates/TP53BP2_NP_001026855.2.csv
NP_060215.4	BCOR	X	data/rates/BCOR_NP_060215.4.csv
NP_001307258.1	NDRG2	14	data/rates/NDRG2_NP_001307258.1.csv
NP_003097.1	SOX2	3	data/rates/SOX2_NP_003097.1.csv
NP_001265640.1	NRN1	6	data/rates/NRN1_NP_001265640.1.csv
NP_068576.1	ACE2	X	data/rates/ACE2_NP_068576.1.csv
NP_001116857.1	BCOR	X	data/rates/BCOR_NP_001116857.1.csv
NP_004047.3	CA8	8	data/rates/CA8_NP_004047.3.csv
NP_006197.1	PDGFRA	4	data/rates/PDGFRA_NP_006197.1.csv
NP_001303956.1	ZNF418	19	data/rates/ZNF418_NP_001303956.1.csv
NP_742105.1	KCNQ2	20	data/rates/KCNQ2_NP_742105.1.csv
NP_003214.1	TFAP4	16	data/rates/TFAP4_NP_003214.1.csv
NP_003957.2	SEMA5A	5	data/rates/SEMA5A_NP_003957.2.csv
NP_001049.1	TACR1	2	data/rates/TACR1_NP_001049.1.csv
NP_624358.2	NUP98	11	data/rates/NUP98_NP_624358.2.csv
NP_003713.3	TP63	3	data/rates/TP63_NP_003713.3.csv
NP_000688.2	ALOX12	17	data/rates/ALOX12_NP_000688.2.csv
NP_008874.2	SOX12	20	data/rates/SOX12_NP_008874.2.csv
NP_002297.2	LGALS3	14	data/rates/LGALS3_NP_002297.2.csv
NP_001004439.1	ITGA11	15	data/rates/ITGA11_NP_001004439.1.csv
NP_689627.1	BHLHE22	8	data/rates/BHLHE22_NP_689627.1.csv
NP_001191236.1	GC	4	data/rates/GC_NP_001191236.1.csv
NP_002600.1	PDGFRB	5	data/rates/PDGFRB_NP_002600.1.csv
NP_006757.2	KAT6A	8	data/rates/KAT6A_NP_006757.2.csv
NP_001308154.1	HDAC6	X	data/rates/HDAC6_NP_001308154.1.csv
NP_060783.3	PBRM1	3	data/rates/PBRM1_NP_060783.3.csv
NP_005255.1	GFRA1	10	data/rates/GFRA1_NP_005255.1.csv
NP_937799.1	VHL	3	data/rates/VHL_NP_937799.1.csv
NP_005219.2	EGFR	7	data/rates/EGFR_NP_005219.2.csv
NP_054862.1	CD274	9	data/rates/CD274_NP_054862.1.csv
NP_006608.1	NES	1	data/rates/NES_NP_006608.1.csv
NP_001161299.2	TFEB	6	data/rates/TFEB_NP_001161299.2.csv
NP_116147.1	PHF5A	22	data/rates/PHF5A_NP_116147.1.csv
NP_005209.1	DEFB1	8	data/rates/DEFB1_NP_005209.1.csv
NP_002176.2	IL7R	5	data/rates/IL7R_NP_002176.2.csv
NP_005436.1	SMC3	10	data/rates/SMC3_NP_005436.1.csv
NP_005092.1	ISG15	1	data/rates/ISG15_NP_005092.1.csv
NP_001548.1	CXCR2	2	data/rates/CXCR2_NP_001548.1.csv
NP_002008.2	FLI1	11	data/rates/FLI1_NP_002008.2.csv
NP_060956.1	HDAC8	X	data/rates/HDAC8_NP_060956.1.csv
NP_000393.4	G6PD	X	data/rates/G6PD_NP_000393.4.csv
NP_057622.1	SIRT7	17	data/rates/SIRT7_NP_057622.1.csv
NP_006155.2	NFE2L2	2	data/rates/NFE2L2_NP_006155.2.csv
NP_000154.1	GHR	5	data/rates/GHR_NP_000154.1.csv
NP_078976.2	SNIP1	1	data/rates/SNIP1_NP_078976.2.csv
NP_001315029.1	ESR1	6	data/rates/ESR1_NP_001315029.1.csv
NP_006236.1	PPP2R5D	6	data/rates/PPP2R5D_NP_006236.1.csv
NP_001777.1	CDK1	10	data/rates/CDK1_NP_001777.1.csv
NP_001002295.1	GATA3	10	data/rates/GATA3_NP_001002295.1.csv
NP_068775.1	GRIK2	6	data/rates/GRIK2_NP_068775.1.csv
NP_006274.2	TACC1	8	data/rates/TACC1_NP_006274.2.csv
NP_001132915.1	BEST1	11	data/rates/FTH1_NP_001132915.1.csv
NP_008872.1	SOX10	22	data/rates/SOX10_NP_008872.1.csv
NP_068351.1	NFYA	6	data/rates/NFYA_NP_068351.1.csv
NP_006386.1	ATG7	3	data/rates/ATG7_NP_006386.1.csv
NP_000388.2	CYBB	X	data/rates/CYBB_NP_000388.2.csv
NP_002383.2	MDM2	12	data/rates/MDM2_NP_002383.2.csv
NP_001001547.1	CD36	7	data/rates/CD36_NP_001001547.1.csv
NP_006139.1	LASP1	17	data/rates/LASP1_NP_006139.1.csv
NP_789764.1	MRPL43	10	data/rates/SEMA4G_NP_789764.1.csv
NP_001373387.1	SERPINE1	7	data/rates/SERPINE1_NP_001373387.1.csv
NP_002520.2	NTRK1	1	data/rates/NTRK1_NP_002520.2.csv
NP_055555.1	EIF4A3	17	data/rates/EIF4A3_NP_055555.1.csv
NP_003237.2	THBS1	15	data/rates/THBS1_NP_003237.2.csv
NP_005233.4	F2RL1	5	data/rates/F2RL1_NP_005233.4.csv
NP_443179.3	ALPK2	18	data/rates/ALPK2_NP_443179.3.csv
NP_478056.1	HDAC9	7	data/rates/HDAC9_NP_478056.1.csv
NP_055213.2	LAMP3	3	data/rates/LAMP3_NP_055213.2.csv
NP_001124295.1	DNMT1	19	data/rates/DNMT1_NP_001124295.1.csv
NP_005753.1	TRIM28	19	data/rates/TRIM28_NP_005753.1.csv
NP_036440.1	KDM2A	11	data/rates/KDM2A_NP_036440.1.csv
NP_937987.2	E2F6	2	data/rates/E2F6_NP_937987.2.csv
NP_001291646.4	PTEN	10	data/rates/PTEN_NP_001291646.4.csv
NP_003741.1	EIF3A	10	data/rates/EIF3A_NP_003741.1.csv
NP_036236.1	BACE1	11	data/rates/BACE1_NP_036236.1.csv
NP_001246.2	CDC20	1	data/rates/CDC20_NP_001246.2.csv
NP_003946.3	SOCS3	17	data/rates/SOCS3_NP_003946.3.csv
NP_001369140.1	ZC3H13	13	data/rates/ZC3H13_NP_001369140.1.csv
NP_001188504.1	CTSV	9	data/rates/CTSV_NP_001188504.1.csv
NP_973731.1	FOXM1	12	data/rates/FOXM1_NP_973731.1.csv
NP_006177.1	NR4A2	2	data/rates/NR4A2_NP_006177.1.csv
NP_078951.2	PALB2	16	data/rates/PALB2_NP_078951.2.csv
NP_115903.1	MAP1LC3A	20	data/rates/MAP1LC3A_NP_115903.1.csv
NP_000198.1	INS	11	data/rates/INS_NP_000198.1.csv
NP_000336.1	SNCA	4	data/rates/SNCA_NP_000336.1.csv
NP_031399.2	SHOC2	10	data/rates/SHOC2_NP_031399.2.csv
NP_000603.1	IGF2	11	data/rates/IGF2_NP_000603.1.csv
NP_000132.3	FGFR2	10	data/rates/FGFR2_NP_000132.3.csv
NP_004174.1	BEST1	11	data/rates/FTH1_NP_004174.1.csv
NP_056045.2	ARAP2	4	data/rates/ARAP2_NP_056045.2.csv
NP_001362889.1	CADM2	3	data/rates/CADM2_NP_001362889.1.csv
NP_003006.2	SFRP5	10	data/rates/SFRP5_NP_003006.2.csv
NP_001341605.1	PRKCD	3	data/rates/PRKCD_NP_001341605.1.csv
NP_006245.2	PRKCD	3	data/rates/PRKCD_NP_006245.2.csv
NP_004032.2	ARRB1	11	data/rates/ARRB1_NP_004032.2.csv
NP_006609.3	KDM5B	1	data/rates/KDM5B_NP_006609.3.csv
NP_001526.2	PRMT2	21	data/rates/PRMT2_NP_001526.2.csv
NP_004422.2	EPHA2	1	data/rates/EPHA2_NP_004422.2.csv
NP_001257872.1	KLF7	2	data/rates/KLF7_NP_001257872.1.csv
NP_001822.3	CLU	8	data/rates/CLU_NP_001822.3.csv
NP_001154829.1	FCHO1	19	data/rates/FCHO1_NP_001154829.1.csv
NP_061117.2	TNFRSF19	13	data/rates/TNFRSF19_NP_061117.2.csv
NP_000446.1	STK11	19	data/rates/STK11_NP_000446.1.csv
NP_001004342.3	TRIM67	1	data/rates/TRIM67_NP_001004342.3.csv
NP_001304919.1	ZBTB7A	19	data/rates/ZBTB7A_NP_001304919.1.csv
NP_002682.2	POLD1	19	data/rates/POLD1_NP_002682.2.csv
NP_001012331.1	NTRK1	1	data/rates/NTRK1_NP_001012331.1.csv
NP_149043.2	MYO1G	7	data/rates/MYO1G_NP_149043.2.csv
NP_079526.1	TTYH3	7	data/rates/TTYH3_NP_079526.1.csv
NP_006243.2	PRKAA2	1	data/rates/PRKAA2_NP_006243.2.csv
NP_005392.2	PTPN14	1	data/rates/PTPN14_NP_005392.2.csv
NP_001726.2	C5	9	data/rates/C5_NP_001726.2.csv
NP_003112.2	SPIB	19	data/rates/SPIB_NP_003112.2.csv
NP_003556.2	ULK1	12	data/rates/ULK1_NP_003556.2.csv
NP_001124453.1	DYSF	2	data/rates/DYSF_NP_001124453.1.csv
NP_003989.2	NFKB1	4	data/rates/NFKB1_NP_003989.2.csv
NP_056485.2	SENP3	17	data/rates/SENP3_NP_056485.2.csv
NP_060513.5	ANO1	11	data/rates/ANO1_NP_060513.5.csv
NP_000293.2	PLOD1	1	data/rates/PLOD1_NP_000293.2.csv
NP_003661.1	BHLHE40	3	data/rates/BHLHE40_NP_003661.1.csv
NP_003132.2	TRIM21	11	data/rates/TRIM21_NP_003132.2.csv
NP_002445.2	MTRR	5	data/rates/MTRR_NP_002445.2.csv
NP_000853.1	HSD3B1	1	data/rates/HSD3B1_NP_000853.1.csv
NP_055541.1	TBKBP1	17	data/rates/TBKBP1_NP_055541.1.csv
NP_001278159.1	ESR1	6	data/rates/ESR1_NP_001278159.1.csv
NP_004960.2	IDE	10	data/rates/IDE_NP_004960.2.csv
NP_004493.3	HOXB7	17	data/rates/HOXB7_NP_004493.3.csv
NP_001303249.1	PLOD1	1	data/rates/PLOD1_NP_001303249.1.csv
NP_612440.1	MFSD3	8	data/rates/MFSD3_NP_612440.1.csv
NP_000454.1	UGT1A1	2	data/rates/UGT1A_NP_000454.1.csv
NP_003802.1	TNFSF9	19	data/rates/TNFSF9_NP_003802.1.csv
NP_036371.1	SIRT3	11	data/rates/SIRT3_NP_036371.1.csv
NP_001895.1	CTNNB1	3	data/rates/CTNNB1_NP_001895.1.csv
NP_877428.1	MCM10	10	data/rates/MCM10_NP_877428.1.csv
NP_001287758.1	CIRBP	19	data/rates/CIRBP_NP_001287758.1.csv
NP_001334757.1	PDGFRA	4	data/rates/PDGFRA_NP_001334757.1.csv
NP_005895.1	SMAD7	18	data/rates/SMAD7_NP_005895.1.csv
NP_115785.1	PINK1	1	data/rates/PINK1_NP_115785.1.csv
NP_005673.3	ADGRG1	16	data/rates/ADGRG1_NP_005673.3.csv
NP_000316.2	PITX2	4	data/rates/PITX2_NP_000316.2.csv
NP_078978.2	ZNF750	17	data/rates/ZNF750_NP_078978.2.csv
NP_004976.2	KRAS	12	data/rates/KRAS_NP_004976.2.csv
NP_004521.1	MMP2	16	data/rates/MMP2_NP_004521.1.csv
NP_004324.2	BRAF	7	data/rates/BRAF_NP_004324.2.csv
NP_003030.1	SLC2A5	1	data/rates/SLC2A5_NP_003030.1.csv
NP_004886.3	NLRP3	1	data/rates/NLRP3_NP_004886.3.csv
NP_004414.3	DVL3	3	data/rates/DVL3_NP_004414.3.csv
NP_000242.1	MSH2	2	data/rates/MSH2_NP_000242.1.csv
NP_001008214.1	OPTN	10	data/rates/OPTN_NP_001008214.1.csv
NP_006512.2	TFE3	X	data/rates/TFE3_NP_006512.2.csv
NP_612450.2	CGAS	6	data/rates/CGAS_NP_612450.2.csv
NP_000432.1	SLC26A4	7	data/rates/SLC26A4_NP_000432.1.csv
NP_001766.2	CD38	4	data/rates/CD38_NP_001766.2.csv
NP_000233.1	MBL2	10	data/rates/MBL2_NP_000233.1.csv
NP_000542.1	VHL	3	data/rates/VHL_NP_000542.1.csv
NP_001604.1	ACTA2	10	data/rates/ACTA2_NP_001604.1.csv
NP_004986.1	MMP14	14	data/rates/MMP14_NP_004986.1.csv
NP_598000.2	CD109	6	data/rates/CD109_NP_598000.2.csv
NP_001308220.1	USP36	17	data/rates/USP36_NP_001308220.1.csv
NP_078879.2	BEND5	1	data/rates/BEND5_NP_078879.2.csv
NP_002948.1	RXRA	9	data/rates/RXRA_NP_002948.1.csv
NP_115582.4	NLRC5	16	data/rates/NLRC5_NP_115582.4.csv
NP_001428.1	ESR2	14	data/rates/ESR2_NP_001428.1.csv
NP_057672.1	NRN1	6	data/rates/NRN1_NP_057672.1.csv
NP_001373231.1	SERPINC1	1	data/rates/SERPINC1_NP_001373231.1.csv
NP_001362433.1	MAP2	2	data/rates/MAP2_NP_001362433.1.csv
NP_001185707.1	CUL2	10	data/rates/CUL2_NP_001185707.1.csv
NP_940877.2	FAM171A2	17	data/rates/FAM171A2_NP_940877.2.csv
NP_001230013.1	HIF1A	14	data/rates/HIF1A_NP_001230013.1.csv
NP_055063.1	RBX1	22	data/rates/RBX1_NP_055063.1.csv
NP_003700.1	KLF7	2	data/rates/KLF7_NP_003700.1.csv
NP_056953.2	PPARG	3	data/rates/PPARG_NP_056953.2.csv
NP_001137232.1	EIF5A	17	data/rates/GPS2_NP_001137232.1.csv
NP_938023.1	STING1	5	data/rates/TMEM173_NP_938023.1.csv
NP_848512.1	HDAC9	7	data/rates/HDAC9_NP_848512.1.csv
NP_008980.1	BTN2A1	6	data/rates/BTN2A1_NP_008980.1.csv
NP_004512.1	KIF5B	10	data/rates/KIF5B_NP_004512.1.csv
NP_006380.1	HYOU1	11	data/rates/HYOU1_NP_006380.1.csv
NP_005240.3	FOXG1	14	data/rates/FOXG1_NP_005240.3.csv
NP_001295126.1	SSR3	3	data/rates/SSR3_NP_001295126.1.csv
NP_000593.1	SERPINE1	7	data/rates/SERPINE1_NP_000593.1.csv
NP_000353.1	TIMP3	22	data/rates/TIMP3_NP_000353.1.csv
NP_004351.1	CDH1	16	data/rates/CDH1_NP_004351.1.csv
NP_001030025.1	RPGR	X	data/rates/RPGR_NP_001030025.1.csv
NP_001009999.1	KDM1A	1	data/rates/KDM1A_NP_001009999.1.csv
NP_005340.2	RBPJ	4	data/rates/RBPJ_NP_005340.2.csv
NP_065137.1	CD248	11	data/rates/CD248_NP_065137.1.csv
NP_062826.2	METTL3	14	data/rates/METTL3_NP_062826.2.csv
NP_000475.1	APP	21	data/rates/APP_NP_000475.1.csv
